mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rf__max_depth,param_rf__max_features,param_rf__max_samples,param_rf__min_samples_leaf,param_rf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.2623973846435548,0.18391534324090086,0.04633946418762207,0.011118805997518353,4,0.7226460662998213,0.5667063196166627,4,128,"{'rf__max_depth': 4, 'rf__max_features': 0.7226460662998213, 'rf__max_samples': 0.5667063196166627, 'rf__min_samples_leaf': 4, 'rf__n_estimators': 128}",-31762.50792582177,-33792.737327403906,-30579.8543682317,-35919.21924053105,-31836.66512934112,-32778.19679826591,1878.623415001566,14
4.472502040863037,0.03961906475746214,0.18371205329895018,0.014677410125441184,5,0.15848151423273413,0.5330927646002509,10,698,"{'rf__max_depth': 5, 'rf__max_features': 0.15848151423273413, 'rf__max_samples': 0.5330927646002509, 'rf__min_samples_leaf': 10, 'rf__n_estimators': 698}",-29095.68778545935,-33933.96032053774,-28962.729959278924,-36914.26544726452,-32938.44167151501,-32369.01703681111,3024.8983801422437,12
0.3634935855865479,0.03017148683876658,0.04629783630371094,0.01819988882393953,7,0.11626304205454545,0.614760726013858,39,69,"{'rf__max_depth': 7, 'rf__max_features': 0.11626304205454545, 'rf__max_samples': 0.614760726013858, 'rf__min_samples_leaf': 39, 'rf__n_estimators': 69}",-34213.14768109524,-39353.635858827496,-31921.927672738468,-42819.47853164642,-38465.366680712104,-37354.71128500395,3859.468760721659,19
2.211596727371216,0.29407465841888375,0.11956806182861328,0.014590968130207623,20,0.15690517001648674,0.9167077585637617,73,380,"{'rf__max_depth': 20, 'rf__max_features': 0.15690517001648674, 'rf__max_samples': 0.9167077585637617, 'rf__min_samples_leaf': 73, 'rf__n_estimators': 380}",-36744.99579080942,-40947.49196170489,-32911.53468876684,-43909.52050009215,-40160.9172113539,-38934.89203054544,3778.2827804300764,21
1.907027578353882,0.08039843519651063,0.06491456031799317,0.008546778630166712,11,0.1558481059260208,0.5185345802535506,15,204,"{'rf__max_depth': 11, 'rf__max_features': 0.1558481059260208, 'rf__max_samples': 0.5185345802535506, 'rf__min_samples_leaf': 15, 'rf__n_estimators': 204}",-28710.299143746266,-33870.67651538581,-28284.41842055778,-37448.86230639283,-33706.305214308835,-32404.112320078304,3461.5647590231115,13
1.5757694244384766,0.06412393194606017,0.06027231216430664,0.006900743113811408,2,0.6190443757531702,0.9772653647393637,40,194,"{'rf__max_depth': 2, 'rf__max_features': 0.6190443757531702, 'rf__max_samples': 0.9772653647393637, 'rf__min_samples_leaf': 40, 'rf__n_estimators': 194}",-40665.58036813417,-45011.4631809171,-38926.89898370699,-45613.19277232019,-41904.57786512013,-42424.34263403971,2547.8410522920162,22
2.6442423343658445,0.1559773394734028,0.058949851989746095,0.011398633705269867,27,0.41338219303969637,0.5730532798403994,14,115,"{'rf__max_depth': 27, 'rf__max_features': 0.41338219303969637, 'rf__max_samples': 0.5730532798403994, 'rf__min_samples_leaf': 14, 'rf__n_estimators': 115}",-27805.270104344218,-31064.00454566037,-27566.331443993025,-34791.4697220708,-31050.3043945073,-30455.47604211514,2641.8068408763884,9
6.12781286239624,0.47352771354169454,0.11661324501037598,0.029939640252430257,28,0.24365112013725787,0.8858172101894809,12,268,"{'rf__max_depth': 28, 'rf__max_features': 0.24365112013725787, 'rf__max_samples': 0.8858172101894809, 'rf__min_samples_leaf': 12, 'rf__n_estimators': 268}",-26656.657882587955,-30714.260513349036,-26982.404000309896,-34129.98951367278,-30465.572982414957,-29789.77697846692,2751.23947352556,7
5.785331106185913,0.17946310314750785,0.21064400672912598,0.02433480287989377,3,0.4226523491786248,0.747937935490895,24,436,"{'rf__max_depth': 3, 'rf__max_features': 0.4226523491786248, 'rf__max_samples': 0.747937935490895, 'rf__min_samples_leaf': 24, 'rf__n_estimators': 436}",-34443.076969148955,-38676.027770138266,-33131.58560639806,-40352.20074156479,-36342.26453276915,-36589.03112400385,2650.9222193044816,16
10.074735069274903,0.7835588523632152,0.058632707595825194,0.008880271900119616,9,0.7240889394930878,0.9817027419929757,8,106,"{'rf__max_depth': 9, 'rf__max_features': 0.7240889394930878, 'rf__max_samples': 0.9817027419929757, 'rf__min_samples_leaf': 8, 'rf__n_estimators': 106}",-27400.030818693664,-27958.243111015854,-26737.082855280598,-31998.25577885137,-29130.60617081857,-28644.84374693201,1851.5868150073902,4
1.5411006927490234,0.020204995753005436,0.07850470542907714,0.009581842697554592,4,0.3062700140920194,0.6740839106544336,30,138,"{'rf__max_depth': 4, 'rf__max_features': 0.3062700140920194, 'rf__max_samples': 0.6740839106544336, 'rf__min_samples_leaf': 30, 'rf__n_estimators': 138}",-31403.210289677434,-36474.628619542025,-30435.3634802455,-39023.0342315742,-34863.12493375882,-34439.872310959596,3180.6337863815384,15
3.1749629020690917,0.07724858759500246,0.2855693340301514,0.029087608393564522,2,0.1438555672505348,0.9030391161809826,5,769,"{'rf__max_depth': 2, 'rf__max_features': 0.1438555672505348, 'rf__max_samples': 0.9030391161809826, 'rf__min_samples_leaf': 5, 'rf__n_estimators': 769}",-42060.68938905526,-46967.189565665765,-38715.44864058041,-48046.897285193045,-44111.6093519843,-43980.36684649575,3372.8186911078587,24
2.9603058338165282,0.01026487146965776,0.07787971496582032,0.004059291783185865,3,0.7244670942330891,0.594439320028122,23,191,"{'rf__max_depth': 3, 'rf__max_features': 0.7244670942330891, 'rf__max_samples': 0.594439320028122, 'rf__min_samples_leaf': 23, 'rf__n_estimators': 191}",-36206.1022876515,-38876.35995764575,-33406.23757700666,-40727.358827969896,-36520.93151174668,-37147.3980324041,2493.1990763012473,18
